pulp_to_mixing_tank23,flow_after_machine_chest21,level_condensate_bucket1_valve_position,steam_group3_pressure,steam_group4under_pressure,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,steamflow
139.58,2295.1,37.622,168.74,188.76,188.84,188.82,188.89,78.315,10.128,122.16,17.847
143.42,2361.7,42.497,183.89,204.29,203.88,203.97,203.69,91.75,10.329,125.86,17.668
143.42,2385.2,41.072,183.89,204.6,205.07,204.72,203.69,91.75,10.43,125.08,17.532
143.27,2377.3,41.778,183.67,204.14,204.31,203.62,203.56,91.75,10.468,125.62,17.475
143.39,2364.4,42.086,188.84,208.97,207.91,209,208.91,91.75,10.382,125.67,17.483
142.26,2354.2,42.086,189.99,209.86,210.08,209.79,209.58,91.75,10.382,125.67,17.483
141.29,2360.2,42.112,189.65,210.16,210.48,209.92,210.17,91.75,10.378,126.23,17.504
146.68,2361.3,41.795,193.53,212.84,212.3,213.03,213.17,91.75,10.46,126.58,17.592
143.63,2361.3,42.612,191.76,211.58,212.01,211.79,211.62,91.75,10.445,126.53,17.647
143.62,2361,42.164,191.73,210.54,210.01,211.25,210.62,91.75,10.452,126.82,17.603
143.62,2378.1,41.199,191.73,212.15,211.23,212.33,212.74,91.75,10.353,126.74,17.574
142.85,2363.8,42.385,193.55,213.04,212.76,213.13,212.84,91.75,10.358,127.24,17.521
142.14,2349.2,42.494,188.07,208.85,207.8,208.72,208.44,91.75,10.366,126.86,17.129
147.6,2434.6,33.059,188.02,207.66,207.56,207.44,207.4,91.75,10.366,129.09,16.459
146.39,2445.2,40.001,188.02,207.66,207.56,207.44,207.4,92.25,10.423,129.65,17.521
151.92,2522.5,42.434,196.97,218.08,217.32,217.91,217.89,92.25,10.431,135.08,17.553
152.38,2515,39.294,195.09,214.5,215.19,213.95,213.47,90,10.417,134.16,17.553
153.67,2535.4,39.635,195.09,214.5,215.19,213.95,213.47,90,10.356,135.53,17.782
152.84,2525.2,41.449,203.12,223.23,223.92,223.38,222.91,90.625,10.47,134.85,17.78
151.51,2509.5,42.441,200.55,220.77,220.03,220.51,220.39,90.625,10.451,135.24,17.741
151.65,2500.8,42,198.77,218.08,218.66,218.06,217.94,90.625,10.372,135.14,17.741
151.54,2507.9,42.834,192.3,212.54,212.56,212.45,212.72,90.625,10.411,135.15,17.29
150.76,2481.6,42.881,189.97,209,209.11,209.21,208.96,90.625,10.458,135.15,17.257
150.64,2492.2,42.756,185.35,209,209.11,208.96,208.96,90.625,10.458,134.47,17.198
152.75,2501.4,42.756,189,204.96,205.22,208.96,204.72,90.625,10.468,134.8,17.639
154.24,2549.4,42.636,183.76,204.33,205.21,204.17,204.68,90.625,10.442,135.22,16.998
154.17,2548.1,42.636,188.02,212.45,213.08,212.97,212.12,90.625,10.427,135.32,17.138
153.48,2527.4,42.474,189.41,213.93,213.08,213.69,213.73,91.375,10.43,135.32,17.337
169.23,2790.7,43.222,192.23,217.88,216.92,217.55,217.69,91.5,10.976,151.8,18.617
167.96,2787.1,41.809,193.6,217.62,218.33,217.72,217.37,91.5,10.978,151.57,18.779
167.28,2779.4,41.809,193.53,218.58,218.22,218.71,218.39,91.5,11.079,151.52,18.577
169.56,2797.6,41.84,208.51,232.84,233.43,232.87,233.16,91.5,11.079,150.45,18.895
165.82,2756.1,42.565,229.02,253.16,253.1,253.32,253.24,92,11.078,151.88,19.307
184.43,3067.7,44.695,225.44,251.45,250.67,251.11,250.01,91.875,11.756,165.18,20.288
192.76,3198.6,43.668,205.53,230.66,230.72,230.72,230.81,93.75,11.795,160.5,18.844
194.07,3220,44.274,206.79,232.21,231.83,232.23,232.28,93.75,12.028,173.13,18.942
186.99,3114,44.135,192.89,217.17,217.69,217.75,217.72,89.75,11.993,173.72,19.035
185.62,3081.7,44.135,194.07,219.03,219.31,219.55,219.38,89.75,11.997,167.93,19.02
187.35,3137,45.974,204.74,230.02,229.82,229.9,229.83,89.875,11.975,169.62,19.502
191.09,3175.7,44.612,204.25,229.16,229.82,229.7,229.38,90.25,12.032,171.09,19.158
190.96,3154.6,46.247,205.95,230.84,231.21,230.96,229.94,90.25,12.008,170.94,19.025
190.96,3170.8,47.139,208.79,233.78,233.44,233.78,234.02,90.75,11.936,169.02,19.335
191.37,3190.9,44.499,214.01,239.03,238.37,238.16,237.93,90.75,11.936,169.48,19.353
190.4,3162.7,46.731,210.24,236.1,235.41,236.03,235.75,90.75,11.981,169.51,19.353
189.34,3163.9,46.243,216.43,240.96,235.41,240.59,240.98,91.25,11.987,170.01,19.408
188.12,3163.6,43.334,208.88,234.46,235.21,234.4,234.37,91.375,11.955,169.07,19.227
191.64,3163.6,43.327,220.49,245.4,244.85,245.06,244.89,91.375,12.009,170.51,19.476
189.88,3146.7,47.041,224.02,249.18,248.69,248.76,248.87,91.375,11.887,169.29,19.474
194.89,3227.7,40.742,231.17,256.13,256.58,256.15,256.81,92.375,11.969,165.64,19.443
193.45,3220.9,49.88,237.08,262.73,262.69,262.39,262.41,92.125,12.033,167.22,19.672
189.62,3158.4,44.847,240.05,265.33,266.56,265.63,265.48,95.144,11.902,170.02,19.599
191.24,3172.2,47.111,230.81,255.56,255.88,255.84,255.94,91.5,11.995,170.8,19.6
187.35,3122.7,45.611,232.3,257.03,257.87,257.23,257.23,92.25,11.927,171.61,19.552
189.02,3118,49.714,236.77,262.14,257.87,262.27,262.55,92.625,12.054,171.78,19.432
185.23,3113.9,47.335,233.82,258.56,257.74,258.14,258.48,96.25,11.884,171.78,19.415
187.61,3113.9,47.261,246.81,271.46,272.04,271.31,271.25,96.25,11.978,174.47,19.752
188.88,3139.2,47.459,229.31,254.96,254.41,254.91,255.1,92,11.792,168.06,19.352
182.74,3040.1,47.101,223.48,248.21,248.35,248.47,248.17,91.625,11.743,170.78,19.269
187.97,3122.5,47.55,236.48,261.93,261.17,261.49,261.75,95.75,11.823,168.98,19.623
185.39,3082.9,45.027,236.43,258.15,258.88,261.22,261.19,96,11.855,169.24,19.192
189.18,3137.5,45.45,236.43,261.29,261.67,261.22,261.19,95.125,11.856,166.57,19.489
191.89,3177.4,47.51,238.68,263.57,264.09,263.62,263.71,95.125,11.858,166.17,19.815
191.71,3186.3,48.001,233.14,258.55,257.92,258.27,258.15,95.125,11.858,166.66,19.646
190.31,3174,48.9,242.97,267.3,268.45,267.86,268.1,94.125,11.861,166.66,19.679
190.82,3173.8,46.046,237.8,261.9,261.6,262.05,262.31,94.125,11.761,166.54,19.346
191.22,3168.2,56.494,237.14,261.9,261.55,261.86,262.04,94.125,11.802,166.82,19.591
189.52,3153,48.264,238.23,264.08,264.17,264.07,264.04,94.5,11.775,166.86,19.503
190.42,3161.4,48.956,238.23,264.08,264.17,264.07,264.04,94,11.775,166.68,19.362
192.17,3177.7,48.863,239.81,265.45,264.97,265.24,264.83,93,11.766,166.55,19.575
189.13,3148.5,48.667,238.88,264.59,264.43,264.21,264.14,93.375,11.751,164.95,19.677
187.55,3114,48.034,238.49,263.77,263.83,263.91,263.95,93.125,11.726,164.95,19.433
187.34,3120.7,46.958,236.52,261.34,261.02,261.65,261.81,92.875,11.691,164.92,19.32
182.51,3037,47.144,231.46,257.05,256.71,256.84,256.34,93,11.592,168.76,19.563
180.17,2999.1,47.962,226.13,250.95,251.41,250.91,250.83,91.875,11.631,167.86,19.39
187.39,3108,47.344,238.23,263.8,262.79,264,264.42,95.125,11.721,165.24,19.106
184.86,3076.7,48.272,231.67,256.17,255.46,256.48,256.3,95.125,11.736,166.09,19.122
183.37,3041.1,45.538,230.46,255.39,254.93,255.45,255.46,95,11.761,168.66,19.298
186.1,3088.6,45.538,240.84,266.1,265.84,265.63,266.1,94.875,11.655,165.04,19.588
185.11,3077.7,44.78,237.35,262.89,262.92,262.79,263.28,95.5,11.803,166.77,19.532
187.09,3111.1,45.874,243.8,269.6,269.6,269.68,269.37,94.75,11.717,166.77,19.06
185.7,3084.5,45.874,242.6,256.6,267.95,256.61,268.26,95,11.684,166.52,19.059
187.42,3120.2,45.482,231.25,267.45,256.6,256.61,256.42,95.25,11.711,164.82,19.363
185.3,3070.1,47.954,229.96,254.66,255.89,255.03,255.04,94.25,11.711,167.99,18.886
185.27,3074.2,47.667,228.52,253.86,253.85,253.82,254.31,93.875,11.706,168.13,18.909
183.94,3068.1,47.494,202.55,227.34,227.14,227.27,227.32,93.875,11.694,165.46,18.938
185.81,3089.5,47.057,208.37,232.72,233.61,232.79,232.5,94.125,11.607,164.52,19.122
188.42,3128.5,47.038,212.06,237.61,237.63,237.55,237.11,94.75,11.656,163.64,19.106
188.19,3112.2,47.038,210.94,235.35,236.32,235.76,235.67,90.5,11.626,163.95,18.97
187.41,3120.6,47.029,211.53,236.22,236.9,236.41,236.18,90.375,11.632,164.38,19.219
188.74,3126,46.686,211.5,234.82,236.66,234.65,236.18,94.625,11.632,164.62,19.028
188.62,3128.8,46.904,211.5,235.96,236.66,235.94,236.23,91.5,11.689,164.29,18.961
186.86,3110.5,46.759,210.36,235.4,236.58,234.94,235.06,91.875,11.574,165.38,18.95
186.6,3098.9,47.358,212.21,236.44,236.58,236.61,236.53,91.875,11.66,164.71,19.036
186.63,3098.2,46.378,216.18,241.23,241.35,242.13,241.11,91.875,11.635,165.65,18.861
184.16,3067.7,46.378,223.05,248.4,248.33,248.19,248.19,91.875,11.758,167.67,19.172
179.22,2962.1,45.697,198.52,223.9,223.99,223.97,223.9,91.875,11.701,166.05,18.242
179.13,2979.6,46.231,204.27,228.69,228.6,228.69,228.73,91.875,11.614,167.97,18.649
183.19,3045.2,46.109,205.07,230.42,230.08,229.8,230.03,91.875,11.655,165,19.039
183.35,3049,46.804,205.66,230.12,230.85,230.13,230.2,92.375,11.65,164.38,18.719
184.06,3071.4,48.338,218.24,242.67,243.45,242.34,242.89,92.375,11.499,164.24,19.391
185.85,3091.2,47.595,214.27,238.54,238.63,238.79,238.33,92.375,11.565,166.13,19.057
185.25,3081.3,47.999,216.54,241.66,241.85,241.79,242.21,92.375,11.621,165.7,19.042
184.81,3073,47.085,204.43,229.03,229.28,229.07,228.75,91.75,11.703,167.16,18.911
195.37,3230.7,49.256,232.78,257.81,257.77,257.4,258.47,91.75,11.929,175.63,19.596
195.35,3236.3,51.102,240.86,265.61,265.91,265.73,266.08,92.375,11.928,174.24,19.424
195.35,3158.9,48.38,218.85,243.78,243.61,243.76,243.66,93.25,11.925,175.88,19.113
195.53,3253.9,48.123,225.78,250.34,251.35,249.88,250.73,95.205,11.883,175.79,19.211
198.53,3307.9,45.678,240.18,265.56,264.58,265.67,266.05,92.5,12.019,175.79,19.59
203.77,3394.9,53.553,240.94,266.29,265.91,266.09,265.86,92.888,12.056,170.08,19.7
203.71,3388.5,49.036,242.06,267.59,266.47,267.49,266.79,95.202,11.921,171.2,19.534
198.93,3309.6,48.071,231.22,256.25,256.46,256.08,256.36,94.75,11.953,172.49,19.514
196.02,3281.1,82.507,214.3,239.92,254.13,253.76,239.33,79.972,11.894,182.63,19.514
196.54,3265.5,65.938,228.67,253.63,254.13,253.76,253.5,84.017,11.792,182.6,19.602
202.19,3371.2,48.999,231.45,256.19,255.75,256.54,256.22,90.375,11.997,182.51,19.13
202.74,3394.2,49.073,237.17,262.55,262.5,262.28,262.7,94.875,12.002,181.15,19.251
193.64,3234.7,39.451,227.78,253.26,252.93,253.47,253.29,78.117,11.736,167.47,19.251
194.67,3231.1,38.489,231.05,256.39,256.72,256.66,256.68,82.875,11.73,169.19,19.268
195.42,3227.3,34.53,210.59,235.03,235.65,235.76,235.76,62.25,11.791,166.47,18.842
138.09,2311,47.261,165.41,189.99,190.26,189.87,189.76,16.625,9.6865,121.69,16.537
140.21,2320.5,38.343,181.15,206.39,206.33,205.87,206.19,32.75,9.6888,120.9,16.797
142.3,2320.5,29.377,183.65,206.82,208.52,207.58,207.58,32.375,9.6888,121.24,16.732
140.68,2316.7,30.079,185.44,210.42,210.92,210.86,210.81,37.449,9.7561,121.22,17.015
139.37,2310.5,31.751,188.29,213.61,213.66,213.81,213.89,37.875,9.6052,121.53,17.021
138.78,2309.1,33.763,187.93,213.13,214.24,212.89,212.98,38.125,9.708,121.54,17.163
138.38,2276.2,36.44,186.95,212.58,211.21,212.03,211.95,46.375,9.7403,120.81,16.69
137.78,2274.5,35.274,169.12,194.11,194.87,194.52,194.11,48.687,9.6978,120.77,16.402
138.48,2294.7,35.274,198.59,222.63,222.75,223.06,222.84,76.5,9.8445,123.09,17.186
165.62,2774.9,40.788,232.46,257.53,257.14,257.13,257.74,76.5,10.024,154.87,18.269
173.88,2889.7,40.788,228.09,252.63,252.93,252.7,252.26,75.562,10.227,162.58,18.463
174.56,2907.2,40.781,218.61,243.82,243.46,243.66,243.92,67.875,10.275,163.34,18.571
178.01,2934.1,37.868,211.53,236.29,236.35,236.13,236.42,63.875,10.355,163.94,18.55
178.88,2951.6,37.699,213.79,238.55,237.97,238.74,238.52,65,10.384,165.76,18.692
176.18,2951.5,39.083,215.22,240.04,240.01,239.94,240.33,76.875,10.483,163.53,18.94
178.24,2951.5,48.221,215.5,240.36,240.2,240.37,240.2,75.875,10.475,164.83,18.83
183.63,3039.3,48.221,218.94,244.14,243.74,243.82,244.23,92.875,10.745,170.3,19.23
185.67,3080.1,48.221,225.09,249.23,250.02,249.52,249.53,92.5,10.899,172.38,19.026
186.14,3065.1,48.511,224.98,250.01,249.82,250.35,250.73,92.804,10.894,172.04,19.191
186.14,3109.6,44.694,235.38,260.28,260.22,260.37,259.91,93.75,10.902,171.65,19.479
185.91,3089.1,49.828,237.68,262.86,262.21,262.82,262.35,94,10.889,171.83,19.604
187.1,3103.8,45.521,238.27,262.73,263.15,262.68,262.4,94,10.912,171.45,19.667
187.85,3113.3,47.862,244.46,269.26,269.63,269.39,269.29,93.481,10.866,170.93,19.639
183.31,3049.6,46.456,242.95,258.43,257.74,258.25,258.23,93.625,10.74,168.73,19.393
183.89,3046.8,46.209,242.95,267.44,267.71,267.4,266.99,93.75,10.769,169.31,19.696
174.7,2890.8,49.107,240.66,265.75,266.13,265.75,265.88,94.75,10.202,162.03,19.234
173.62,2886.7,44.158,239.95,264.9,264.95,264.77,264.95,94.75,10.189,162.78,18.593
175.59,2907.3,44.961,234.03,259.05,259.51,259.24,259.21,94.75,10.161,163.69,18.555
177.83,2944.4,45.695,226.93,252.16,251.47,251.87,251.48,91.5,10.2,165.45,18.229
179.17,2971.6,50.673,225.85,251.18,251.73,251.34,251.13,91.5,10.188,168.07,18.199
181.39,3001.4,43.84,220.67,245.5,246.31,245.64,245.87,91.875,10.187,168.01,18.093
180.81,3009.5,45.446,216.84,242.18,241.63,242.12,242.09,91.875,10.176,169.83,17.932
183.52,3041.4,45.011,216.2,240.96,241.89,241.14,241.29,91.75,10.261,170.28,17.95
183.52,3050,41.377,208.03,232.1,232.81,232.3,232.41,91.75,10.191,171.58,17.713
195.31,3245.4,30.917,188.83,214.2,213.42,213.85,213.66,91.75,10.715,183.14,18.197
197.68,3282,43.486,188.83,214.2,213.52,213.85,213.66,71,10.831,183.93,19.479
147.44,2420.7,34.727,187.87,212.63,213.52,213.07,213.13,68,9.7904,136.14,18.467
141.23,2328.4,33.792,187.65,212.43,211.29,212.18,212.2,69.25,9.7385,130.59,17.181
167.87,2791.3,42.044,259.65,284.5,284.69,281.96,277.97,94.125,10.957,156.85,20.47
170.81,2836.6,41.709,225.43,250.91,251.58,250.88,251.04,90.875,11.053,159.18,19.228
171.18,2831.3,39.36,222.16,247.22,246.86,247.03,247.32,90.875,11.075,159.66,19.37
169.82,2816,39.504,221.02,246.27,246.26,246.24,246.6,90.875,11.012,159.02,19.376
167.89,2772.6,38.956,218.96,243.58,244.11,243.79,244.1,90.875,11.053,156.53,19.376
176.8,2962.1,57.014,257.46,282.08,282.4,281.61,280.53,95.25,10.874,160.61,19.459
177.25,2937.3,51.366,196.75,222.17,221.83,222.09,221.46,79.125,10.773,163.19,17.745
189.96,3146.8,43.343,223.86,249.25,248.53,249.33,249.09,91.625,11.378,171.09,19.159
186.53,3102.1,41.804,221.77,246.95,247.59,247.3,247.1,92.375,11.466,174.03,19.103
186.6,3108.2,43.06,213.3,239.03,238.13,238.39,238.41,93,11.501,174.59,18.762
186.62,3096.8,42.281,208.4,232.71,232.66,232.81,233.1,93,11.497,173.39,18.8
188.94,3139.7,42.22,219.59,244.22,244.9,244.52,244.45,93.25,11.587,174.15,19.163
191.36,3166.9,42.855,236.41,261.45,261.02,261.53,261.62,92.875,11.662,174.99,19.451
189.41,3160.3,42.846,214.05,238.73,239.44,238.83,239.53,93.375,11.657,176.17,18.784
194.87,3251.5,42.771,229.1,253.94,253.54,254,253.61,93.375,11.818,181.62,19.184
194.91,3256.7,42.047,231.31,256.22,256.45,256.16,256.17,92.875,11.765,178.2,19.193
194.91,3282.8,42.539,231.43,256.22,256.45,256.16,256.17,93.125,11.794,177.27,19.551
197.83,3278.9,42.539,231.43,255.41,255.97,255.33,255.37,93.125,11.718,176.53,19.316
194.67,3278.9,41.595,225.73,250.19,251.03,250.7,250.48,93.5,11.747,175.97,19.271
194.59,3238.9,41.595,227.1,251.89,252.46,252.27,251.9,93.875,11.723,177.02,19.344
198.75,3295.9,41.973,229.25,251.89,254.06,254.94,251.9,93.75,11.783,176.52,19.401
197.22,3277.8,41.973,226.62,251.67,251.74,251.68,251.82,93.75,11.785,175.14,19.462
195.24,3245.8,42.558,218.31,243.17,242.38,242.99,242.7,93.75,11.761,175.8,19.268
194.2,3234.5,42.242,215.82,241.98,241.73,241.67,241.39,93.75,11.709,176.43,19.337
191.51,3177.4,42.97,211.67,236.55,236.86,236.35,236.41,93.75,11.701,178.27,18.953
190.75,3184.7,42.755,211.77,237.44,236.96,237,237.06,93.375,11.882,178.72,18.832
192.07,3199.6,42.755,216.84,241.65,242.4,242,241.5,92.875,11.785,179.45,19.161
191.48,3196.1,28.831,216.84,239.52,239.43,239.14,239.45,41.125,11.931,179.89,18.907
203.52,3375.9,39.294,219.57,239.52,239.43,239.14,239.45,74.625,12.553,190.87,20.395
207.27,3442.7,39.231,222.94,243.3,243.25,243.32,243.94,78.875,12.732,192.15,20.792
212.11,3538.5,44.316,222.94,243.3,243.25,243.32,243.94,78.735,12.667,194.36,19.282
220.23,3632.9,40.423,224.17,244.39,244.57,244.31,244.38,78.735,13.174,203.77,19.858
222.51,3699.9,42.252,232.87,252.92,252.19,253.13,253.21,87,13.109,203.74,20.412
221.96,3696.9,41.124,231.43,252.13,250.98,251.78,251.74,87,13.083,204.57,20.184
217.88,3631.7,47.62,244.51,263.63,264.38,263.94,264.09,96,13.1,203.22,19.969
216.26,3584.9,46.881,235.55,256.65,256.26,257.24,258.09,92.046,12.521,190.36,18.768
212.55,3537,40.683,231.29,251.56,252.04,251.35,251.54,87.5,12.33,185.34,19.08
213.05,3540.2,40.72,234.59,253.76,254.71,254.09,254.05,87.375,12.328,185.31,19.44
211.29,3514,40.72,234.59,247.08,254.71,254.09,247.38,82.75,12.271,186.14,18.985
211.19,3526.8,45.223,235.58,255.27,255.41,254.94,255.24,91.375,12.342,187.6,19.359
211.07,3516.8,49.768,238.92,257.97,258.34,254.94,257.85,91.625,12.242,185.86,19.626
208.98,3482.4,42.426,234.66,254.67,254.72,254.82,254.32,90.539,12.208,186.35,19.102
208.4,3470.8,42.11,232.25,252.53,253.11,252.92,253.42,87.875,12.222,183.41,19.049
213.56,3561.9,53.156,255.26,274.69,275.25,274.94,275.03,96.375,12.271,185.42,19.049
202.77,3371.1,44.386,242.74,262.24,263.16,262.65,262.85,95.875,11.998,181.28,18.982
202.4,3370.2,45.672,232.21,252.06,252.28,251.94,251.89,95.875,11.915,181.24,19.347
201.16,3362.3,45.672,261.34,281.16,280.86,280.21,279.62,96.5,11.866,181.78,19.581
199.9,3362.3,44.925,246.29,265.59,265.71,265.97,265.93,95.625,11.725,177.89,19.186
203.04,3364.1,47.914,249.47,269.19,269.49,269.09,269.2,94.25,11.734,178.56,19.312
195.37,3269.7,41.288,233.21,253.48,253.33,253.67,253.32,90.125,11.634,177.03,18.436
194.95,3240.1,40.594,234.75,254.64,254.81,254.68,254.56,90,11.649,176.25,18.847
194.85,3216,39.77,224.95,244.41,245.16,244.63,244.54,82.125,11.688,175.14,18.523
194.85,3231.5,39.87,223.11,242.84,243.08,242.85,242.83,79.5,11.617,174.55,18.648
194.73,3229.3,39.702,222.65,243.09,243.43,242.94,242.7,74.875,11.603,173.91,18.758
194.73,3249.1,39.702,227.46,247.53,247.16,247.85,247.64,82.375,11.59,175.25,18.759
194.73,3245.8,38.176,225.17,245.12,245.37,244.9,244.94,78.625,11.618,175.34,18.759
195.08,3245.8,38.105,222.36,243.04,242.54,243.12,242.43,78.5,11.662,175.34,18.74
197.87,3281.2,36.422,217.56,237.18,237.07,237.02,237.05,69.875,11.688,174.03,18.692
196.68,3267.6,36.071,217.96,237.65,238.28,237.66,237.43,73.616,11.574,173.99,18.791
196.11,3267.6,36.457,190.03,210.73,209.98,209.83,209.39,45.62,11.405,168.24,18.791
196.11,3279.3,36.457,223.44,243.69,243.36,243.93,243.77,78.607,11.605,175.96,18.939
200.47,3313.6,36.186,212.15,231.99,231.82,232.11,232.37,78.607,11.587,175.96,18.573
197.94,3303.8,38.11,227.27,246.76,247.03,247.1,246.7,80.25,11.762,176,19.25
198.17,3305.9,39.2,226.74,247.1,246.78,246.84,246.48,80.625,11.671,175.57,18.907
197.71,3235.5,40.24,224.58,245.04,244.95,245.17,245.46,79.531,11.551,171,18.899
197.71,3287.3,38.857,224.58,245.04,244.95,245.17,245.46,79.531,11.77,176.79,18.899
200.33,3340.2,37.262,229.06,249.31,249.54,249.55,249.26,85.875,11.927,179.03,18.926
199.52,3321.6,40.399,235.31,255.01,255.63,255.26,255.09,89.5,12.141,184.71,19.088
203.18,3389.1,49.894,224.17,243.88,243.57,244.02,243.47,78.875,12.254,187.01,19.224
201.22,3357.8,44.105,243.67,263.62,263.2,263.8,263.68,96.5,12.029,181.42,19.627
202.67,3378.6,44.105,240.36,260.32,259.66,260.45,260.4,92.625,12.045,179.21,19.294
201.75,3377.1,43.978,239.17,259.48,259.26,259.33,259.3,93.25,12.045,180.02,19.405
203.53,3391.4,45.265,245.3,265.77,265.57,265.74,266.16,93.875,12.04,180.88,19.533
199.94,3330.7,48.365,250.17,270.12,269.98,269.77,269.17,95.375,12.053,183.05,19.565
193.72,3217.4,48.584,251.42,271.62,271.44,271.43,271.36,95.625,0,179.55,19.571
191.87,3192.9,39.452,223.73,243.41,243.4,243.64,244.03,80,0,179.55,19.005
191.03,3183.6,38.16,223.73,239.7,243.4,243.64,244.03,79.75,11.823,178.42,19.005
193.51,3231.6,40.761,224.14,244.08,243.83,244.23,244.22,75.625,11.934,178.34,19.017
191.69,3197.6,40.597,222.51,242.1,241.62,241.96,241.46,75.375,11.859,179.83,19.201
202.26,3349.3,40.597,228.47,242.1,241.62,241.96,241.46,75.375,11.958,174.07,19.378
194.26,3249.8,40.597,227.96,248.28,248.13,248.05,247.85,74.75,11.949,182.54,19.393
194.49,3308,40.669,227.96,248.28,248.13,248.05,247.85,83.25,12.027,181.78,19.393
194.49,3234.1,42.684,238.3,257.8,258.89,258.71,258.39,98.719,12.025,182.85,19.465
195.08,3243.1,47.23,244.98,264.59,264.22,264.86,264.78,92.93,12.011,182.85,19.939
194.9,3247.1,47.517,248.58,268.67,268.68,268.81,269.04,95.75,11.983,182.89,19.867
197.31,3285.1,46.262,236.2,255.09,255.08,255.34,255.87,91.75,12.022,181.69,19.274
189.21,3146.6,51.129,240.15,260.36,259.45,260.17,260.25,94.625,11.878,177.11,19.312
191.54,3166.1,40.224,226.32,246.43,246.18,246.46,246.09,81.25,12.095,174.55,19.312
189.6,3135.5,40.853,222.74,243.85,243.77,243.76,244.03,77.625,12.033,176.26,19.146
179.26,2986.8,44.167,217.16,237.32,238.03,237.38,237.4,69.25,11.69,166.51,19.552
179.12,2979.3,43.466,230.94,250.95,251.07,250.67,250.91,86.125,11.807,164.76,19.739
170.89,2837.7,35.419,196.76,217.38,216.66,217.45,217.84,52.833,11.194,155.88,18.413
165.87,2744.8,36.74,205.36,225.17,225.49,225.58,224.75,60.46,11.132,150.85,19.133
163.99,2721.3,37.811,211.48,231.49,225.89,232.09,231.77,67.5,11.126,151.13,19.109
164.11,2723.8,37.811,200.95,226.88,225.89,226.57,226.41,62.553,11.115,151.19,18.992
164.75,2731,37.972,203.62,228.57,228.33,228.37,228.53,63.5,11.115,150.77,19.191
163.45,2709,37.599,206.06,231.41,230.54,230.47,229.82,67.552,10.984,149.59,18.621
165.61,2740,37.599,222.49,246.64,247.78,246.86,246.75,80.5,11.004,149.94,19.681
164.77,2719.4,41.808,222.48,244.22,244.72,244.19,244.61,76.875,11.092,147.78,19.352
163.85,2724.2,41.729,222.48,248.33,248.52,248.07,247.9,81.75,11.064,148.25,19.385
163.25,2712.7,38.465,214.79,239.01,238.94,238.9,239,74.125,10.958,148.04,19.385
162.9,2686.3,36.89,219.59,244.42,244.3,244.54,244.07,78,10.955,147.78,19.278
162.54,2684,39.744,222.35,248.05,247.65,247.97,248.1,81.875,10.992,148.36,19.287
162.67,2697.7,40.39,225.56,249.56,250.04,249.86,250.02,85.375,10.992,149.18,19.361
162.39,2693.2,40.812,228.61,249.56,250.04,252.46,252.94,84.875,10.998,149.26,19.589
163.06,2696.4,40.994,224.94,249.21,249.73,249.04,248.87,84.437,10.986,149.31,19.401
163.09,2711.6,47.016,231.73,256.27,256.51,256.35,256.44,90.75,10.901,149.88,19.679
163.09,2706.9,38.828,221.29,245.73,246.96,246.2,246.08,81,10.967,149.95,19.484
164.39,2724.8,40.203,222.62,246.85,246.75,246.66,246.56,85.25,10.864,150.99,19.616
165.15,2728.9,39.823,224.09,248.85,248.45,246.66,246.56,83.375,10.937,149.15,19.415
166.31,2756.1,40.991,220.9,246.46,246.38,246.62,246.48,82.75,10.993,151.45,19.534
167.42,2779.5,40.188,221.63,246.84,246.76,246.65,246.06,79.5,11.016,152.89,19.677
167.53,2768.7,42.088,226.88,252.2,252.73,251.94,252.2,86.5,10.969,152.65,19.4
166.05,2761,42.906,230,255.5,255.48,255.48,255.68,86.5,11.069,153.15,19.474
165.5,2730.5,44.572,225.17,249.83,250.31,250.09,250.74,86.25,11.015,151.35,19.46
165.7,2731.6,41.019,224.96,249.07,249.92,249.27,249.72,85.625,10.998,151.24,19.567
164.73,2746.2,39.917,224.91,249.2,250.24,249.21,248.97,82.75,11.051,150.76,19.402
165.32,2740.8,39.575,218.06,242.79,242.45,242.67,242.73,78.25,11.023,150.29,19.402
164.23,2725.6,38.374,220.7,245.36,245.26,245.26,245.24,81,10.941,150.29,19.434
166.62,2764,40.595,226.79,245.36,252.18,252.3,251.99,85,11.045,150.42,19.453
166.78,2757.7,39.141,219.32,244.4,251.06,244.01,250.98,85,11.013,150.22,19.401
164.56,2728.9,42.369,225.5,250.81,251.06,250.67,250.98,85.972,10.992,150.37,19.627
164.85,2739.6,40.633,225.94,250.67,250.31,250.62,250.48,83.125,10.993,150.37,19.652
165.15,2726.6,43.444,221.29,245.9,245.38,245.71,246.1,79.5,11.016,149.54,19.372
166.54,2760.6,36.372,210.12,234.63,234.57,234.83,234.88,71,11.016,151.34,19.226
166.49,2756,36.478,216.88,241.65,242.13,241.76,241.55,67.5,11.012,150.94,19.559
166.35,2756.5,34.786,214.54,240.55,240.83,240.65,240.47,67,11.012,151.47,19.615
165.76,2743.7,38.961,219.97,245.41,244.72,245.26,245.3,71.875,10.943,151.58,19.603
167.21,2773.9,39.762,223.4,248.27,248.18,248.22,248.27,74.956,11.027,152.61,19.603
