pulp_to_mixing_tank23,flow_after_machine_chest21,level_condensate_bucket1_valve_position,steam_group3_pressure,steam_group4under_pressure,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,steamflow
206.33,3433.3,22.004,247.2,267.17,267.92,267.21,267.2,96,11.957,177.81,18.395
207.05,3430.9,24.377,237.24,256.78,257.78,257.01,256.92,94.375,11.957,177.12,18.48
206.59,3423.6,16.637,200.1,220.37,220.65,220.47,219.71,91.25,11.949,168.29,18.343
206.59,3423.6,21.71,225.19,244.78,245.63,244.78,245.66,91.25,11.949,180.44,18.343
200.96,3339.7,26.899,226.84,247.24,247.28,246.87,246.93,91.125,12,181.27,18.538
202.84,3356,22.6,230.86,251.04,251.07,250.91,250.89,94.108,12.135,183.14,18.883
203.84,3393.2,20.992,232.01,251.85,251.93,251.95,251.46,92.25,12.071,183.87,18.768
206.53,3411.2,22.367,219.29,239.95,239.23,239.59,239.95,84.375,12.111,180.2,18.768
208.7,3447.3,22.431,224.83,244.25,244.11,243.85,243.73,88.208,12.146,181.44,18.857
208.39,3461.6,22.431,236.11,256.51,255.67,256.6,256.28,93.875,12.12,179.82,19.214
210.11,3495.3,25.072,259.63,279.35,279.4,279.11,279.54,98.125,12.14,179.59,19.316
206.22,3410.4,23.137,226.7,246.78,247.43,247.16,247.12,90,11.773,175.34,18.48
205.52,3426.9,20.602,224.73,244.18,244.35,244.39,244.44,86.125,11.822,173.97,18.326
206.53,3434,21.196,223.31,242.83,243.33,242.33,242.76,86.875,11.816,173.21,18.407
207.95,3454.7,20.894,220.35,240.08,240.05,242.33,242.76,86.5,11.838,173.26,18.191
206.19,3422.8,22.168,222.56,242.33,242.69,242.64,242.77,86.5,11.808,174.42,18.127
207.17,3420.1,22.293,225.11,244.4,245.52,244.8,244.61,86.25,11.83,174.41,18.458
206.38,3417.4,22.293,218.46,239.04,238.55,238.85,239.21,83.125,11.838,174.29,17.979
205.58,3412.8,20.257,212.12,233.08,232.92,232.52,232.96,75,11.808,176.14,17.955
204.86,3394.4,20.257,216.08,235.88,236.14,236.14,236.04,79,11.929,178.12,17.964
207.86,3458.9,18.378,221.76,242.47,237.03,242.17,242.5,88.125,12.006,179.06,18.228
214.24,3539.7,20.313,217.51,237.63,237.03,237.92,237.73,81.375,12.181,181.69,18.61
192.06,3185.7,20.313,209.08,228.66,229.32,228.75,228.39,72.5,12.181,168.06,18.432
197.68,3289.7,21.409,233.82,253.49,253.78,253.84,253.91,92.375,12.19,171.12,19.028
199.21,3299.7,23.042,229.97,249.26,249.06,249.33,249.11,92.875,12.215,170.08,19.126
198.99,3284.9,19.567,214.41,234.4,234.55,234.34,234.16,89.25,12.22,172.04,18.582
196.42,3255.8,21.075,211.75,232.35,231.63,232.33,232.48,89.25,12.22,171.55,18.54
197.95,3276.6,20.965,216.93,236.27,237.12,237.02,236.58,85.375,12.214,170.96,18.507
198.01,3279.6,20.285,215.7,235.32,234.53,235.45,235.14,85.375,12.181,169.91,18.553
191.34,3137,18.102,224.56,244.56,245.65,244.91,244.79,84.375,11.861,166.29,18.174
191.97,3182.1,23.245,233.78,254.57,253.73,254.72,254.83,92,11.801,163.9,18.937
184.11,3174.7,22.761,237.23,256.91,257.45,256.66,256.48,92.125,11.765,163.57,19.003
195.74,3229.3,21.929,225.52,245.86,245.5,246.05,245.79,79.875,11.818,162.55,18.776
194.44,3217.7,22.573,230.46,250.33,250.07,250.16,250,84.625,11.902,166.6,19.084
194.62,3234,22.573,231.59,251.15,251.46,251.33,251.27,87.093,11.907,160.85,19.046
197.71,3288,22.466,229.39,249.07,249.49,249.32,249.27,85.25,11.994,165.44,18.721
195.85,3245.8,22.466,239.53,259.79,259.12,260.06,260.34,96.875,12.119,166.58,18.374
195.6,3241.7,22.42,251.3,270.9,271.86,270.85,270.6,96,12.086,167.07,19.34
193.34,3200.1,22.42,254.86,274.84,275.16,275.39,275.04,96.25,12.064,166.15,19.202
194.1,3204.6,25.374,259.94,280.22,280.22,281.83,285.19,94.996,12.043,168.7,19.202
185.45,3079.4,24.423,231.37,252.02,252.21,251.74,250.38,87.117,11.695,167.28,19.3
183.03,3024.9,20.794,229.82,249.37,249.76,249.77,249.45,85.625,11.585,163.64,18.764
184.25,3059.1,20.816,234.15,253.65,254.15,253.95,254.03,90.875,11.585,162.93,18.697
184.53,3054.3,20.697,235.51,254.16,255.9,255.57,256.11,90.875,11.648,160.93,18.444
183.91,3054.8,23.244,243.64,255.44,255.9,255.57,256.11,94.625,11.581,163.53,18.444
184.85,3053.9,22.548,234.11,255.44,255.27,255.32,254.86,88.399,11.576,161.91,18.413
178.38,2954.2,17.792,210.93,231.33,231.77,230.96,230.5,66.625,11.231,156.42,17.308
172.69,2954.2,14.263,200.32,220.3,220.33,220.14,220.71,58.717,10.957,154.1,16.473
179.64,2961.2,21.959,227.59,248.31,247.65,247.66,247.17,87.875,10.941,149.77,18.443
180.52,3076.3,21.182,210.19,229.09,229.6,229.66,229.41,64.216,10.978,145.16,17.831
180.52,2981.6,18.28,217.6,236.65,237.79,236.64,237.21,71.875,10.979,152.34,18.134
175.94,2903.5,17.409,207,225.07,224.96,225.53,225.52,51.75,10.952,153.74,18.025
174.36,2878.9,20.981,234.05,254.13,252.15,253.3,252.71,78,10.944,154.51,18.025
172.82,2878.6,20.981,230.07,254.09,249.28,250.33,250.16,73.5,10.981,154.91,18.021
175.22,2900.3,21.022,233.47,254.09,253.55,254.34,254.39,78.875,11.014,154.22,17.728
173.94,2873.8,22.157,232.66,253.6,252.29,252.7,251.75,77.625,10.941,154.22,18.299
172.5,2855.2,22.358,231.16,252.07,250.69,252.69,250.69,76.855,10.964,154.24,18.168
171.62,2838,18.394,233.49,253.37,252.66,251.33,252.61,78.5,10.935,154.24,17.9
171.3,2832.8,20.321,232.29,253.23,254.22,252.69,252.33,78.625,10.979,155.16,17.62
169.99,2821.3,19.265,232.48,252.53,253.9,252.81,253.39,78.875,10.996,155.18,17.808
170.69,2830.1,19.265,224.96,245.7,245.58,244.68,245.22,70.75,10.904,154.71,17.884
171.85,2851.4,19.004,220.75,245.39,245.58,244.63,244.94,70.75,10.9,154.23,17.502
172.18,2857.3,19.365,224.33,245.39,245.86,244.63,244.94,71.25,10.961,152.9,17.693
172.18,2859.5,19.365,224.27,243.01,244.97,243.8,243.82,71.996,10.938,153.61,17.701
172.64,2858.3,20.46,219.71,239.21,239.46,239.71,239.14,66,10.884,153.98,17.701
173.64,2883.7,20.636,220.91,241.87,242.05,241.24,241.49,66.5,10.902,153.83,17.349
168.57,2794.4,20.636,228.93,249.15,248.22,249,248.28,74.375,10.902,149.74,17.806
170.76,2798.8,23.801,234.12,254.95,253.76,254.94,254.65,80.722,11.015,150.72,18.062
169.64,2798.8,23.787,223.11,244.38,241.95,243.98,244.08,69.125,11.005,147.98,16.748
168.4,2795.6,18.654,223.11,244.38,226.14,243.98,244.08,69.125,10.938,148.55,17.076
168.4,2795.6,25.52,225.54,246.12,246.42,245.96,245.54,71.41,11.055,150.56,18.203
168.03,2788.5,23.031,228.36,246.17,249.02,248.23,248.07,63,11.139,151.96,17.676
170.26,2817.1,19.188,224.99,246.17,244.12,244.55,244.46,58.5,11.124,150.93,17.602
171.4,2821.3,21.302,223.88,243.74,243.83,243.24,244.5,58.375,11.119,150.57,17.539
171.89,2839.7,22.653,219.19,240.16,239.79,241.18,240.77,53.875,11.14,149.56,17.508
169.84,2813.8,22.482,214.92,234.15,233.94,240.6,240.77,53.639,11.027,149.85,17.547
169.79,2817.7,24.289,221.5,241.87,241.5,240.6,241.57,53.639,11.034,149.06,18.175
171.01,2820.6,24.373,222.41,243.85,243.05,243.2,243.14,53.639,11.119,149.14,18.077
169.53,2787.1,22.477,216.4,243.85,237.9,236.8,236.43,57.875,11.064,149.75,18.077
168.99,2793.4,32.761,225,244.53,245.7,245.57,245.12,57.875,11.059,150.69,18.108
159.58,2630.5,23.965,174.42,194.71,196.23,194.01,194.28,19.729,10.611,139.9,12.92
159.93,2631.4,17.801,192.25,211.03,211.89,211.23,211.14,26.875,10.413,139.17,17.037
159.76,2631.4,26.574,195.14,215.33,215.61,215.86,215.29,30.875,10.407,139.33,16.614
158.37,2631.4,21.641,193.68,213.56,213.28,213.34,213.75,30.75,10.393,139.98,16.756
158.9,2633.1,18.44,194.09,213.84,213.28,213.92,213.82,31.5,10.384,140.15,17.263
160.19,2648,17.752,194.09,213.84,212.96,213.92,213.82,29.717,10.388,139.51,17.176
160.52,2636.1,17.752,195.29,214.27,214.86,214.8,214.94,32.173,10.422,139.14,16.71
158.66,2627.1,17.521,199.62,219.8,215.7,220.14,220.26,34.875,10.415,139.42,16.639
158.93,2620,19.153,197.66,216.18,215.7,216.23,216.14,30.875,10.414,138.77,16.771
158.82,2630.1,23.068,196.36,217.45,217.87,217.36,216.82,31.961,10.414,138.93,17.168
159.03,2627.6,24.273,202.51,222.61,223.63,222.6,222.95,39.375,10.408,139.21,17.041
158.98,2627.3,27.266,209.88,229.47,229.51,229.15,229.9,42.875,10.407,139.46,17.82
158.75,2617.8,19.832,200.26,220.23,219.31,220.28,220.33,34.875,10.402,140.13,17.228
156.8,2595.3,19.685,192.5,212.97,212.54,212.87,212.51,31.09,10.292,139.67,16.425
159.76,2637.5,19.685,191.98,211.76,211.85,211.56,211.97,49.375,10.447,138.99,16.428
158.98,2637.5,15.731,194.19,213.45,213.16,213.38,213.16,49,10.41,139.85,16.923
159.31,2638.5,17.606,186.61,206.42,206.64,206.76,206.95,40.625,10.403,138.85,16.211
158.54,2624,18.418,185.78,206.67,205.77,206.89,206.63,40.625,10.408,140.46,16.253
152.66,2568.2,27.485,163.81,184.59,182.54,184.01,184.05,22.679,10.225,136.93,14.222
148.77,2459.1,21.646,178.61,198.55,197.75,198.64,197.69,48.875,9.6777,130.15,14.628
148.72,2452.8,21.286,180.96,201.04,200.87,200.45,201.33,49.375,9.7124,128.68,15.242
149.07,2472.6,21.286,188.88,209.2,210.12,208.65,208.63,57.513,9.7416,128.68,15.552
149.76,2468.7,21.286,183.2,203.59,204.36,203.86,203.08,51.875,9.7279,128.73,15.293
149.29,2468.3,22,195.76,215.12,215.61,215.05,214.52,63.441,9.7249,129.24,15.663
145.91,2409.4,20.322,190.39,210.33,210.96,210,210.25,58.463,9.7431,126,15.872
140.86,2326.3,21.331,190.39,210.05,210.56,209.52,204.17,58.463,9.6563,121.77,15.779
144.27,2372.1,20.771,190.54,210.05,210.56,209.52,209.21,59,9.7133,122.38,15.779
144.35,2369.9,20.771,189.47,209.75,210.43,209.79,209.79,59,9.7133,122.62,15.37
142.28,2369.4,20.587,189.24,208.1,210.24,207.95,207.69,59,9.705,122.22,14.993
143.08,2369.4,18.512,191.76,211.19,210.24,210.9,210.6,60.125,9.7057,123.06,15.208
140.78,2333.7,18.615,190.56,210.97,211.36,211.06,210.81,60.75,9.7545,125.09,15.126
142.64,2347.1,19.813,190.37,209.67,209.96,209.8,210.04,58.75,9.7531,122.63,15.126
143.27,2356.9,17.617,189.34,210.12,209.25,210.02,210.31,59.125,9.7531,122.55,15.115
143.37,2369.2,17.84,192.63,210.2,212.99,213.3,210.58,59.375,9.7239,122.36,15.176
142.8,2362.2,19.546,189.89,210.2,210.15,210.64,210.58,59.375,9.7614,123.21,15.277
141.79,2356.9,19.546,185.66,205.08,205.23,205.5,205.25,53.125,9.7455,122.94,15.526
145.08,2417.2,19.578,187.78,207.13,205.35,206.71,206.85,57,9.7559,122.94,15.526
145.24,2402.2,19.099,187.91,207.31,206.79,217.44,216.85,57,9.7793,123.03,15.569
141.95,2346.2,18.916,187.91,207.31,206.79,208.38,208.4,55.925,9.7013,121.86,15.446
144.41,2384,19.408,183.2,203.81,206.4,202.91,203.58,55.925,9.721,123.43,15.125
144.69,2387.5,18.799,185.57,205.99,206.4,205.71,205.94,55.959,9.7169,123.1,15.537
144.15,2377.7,21.688,186.38,206.36,205.85,205.53,205.96,56,9.7438,122.57,15.537
145.01,2392.3,21.313,189.22,209.92,209.71,209.45,209.23,59.75,9.7522,121.78,15.561
145.17,2401.5,19.808,189.22,214.46,209.71,209.45,209.23,63.5,9.7522,123.14,15.473
144.88,2394.5,20.595,188.97,214.46,213.35,214.5,208.54,63.375,9.7588,122.82,15.473
144.56,2388.6,18.698,189.17,215.11,209.19,209.36,208.93,63.375,9.7583,123.42,15.647
144.15,2381.9,18.408,189.17,209.78,209.19,209.36,208.93,59,9.7426,123.33,15.152
144.08,2368.7,16.766,186.61,207.4,206.43,207.62,206.91,54.75,9.7426,123.38,15.197
145.53,2394.1,19.635,185.43,205.55,205.08,204.68,205.74,54.875,9.75,122.4,15.196
166.05,2736.9,24.542,200.93,221.41,221.34,221.9,221.12,68.854,10.806,141.97,17.018
169.26,2794.3,21.57,198.45,218.23,217.31,218.64,218.59,66.875,11.113,144.96,16.823
170.08,2813,18.456,195.94,215.34,217.08,218.64,215.55,64.097,11.113,147.7,16.5
169.91,2819.2,22.222,199.44,218.98,219.28,218.94,219.56,68.375,11.097,146.37,16.949
168.02,2794.5,20.276,193.15,213.22,213.42,213.03,213.14,61,11.129,147.03,16.946
168.53,2795.8,21.257,194.07,214.2,213.66,213.85,213.85,63.875,11.129,145.88,16.946
168.54,2795.8,20.673,198.53,218.21,218.06,218.62,218.35,68.25,11.121,145.52,17.49
169.44,2795.2,14.44,175.32,196.67,194.48,195.52,195.33,43.125,11.152,147.83,18.073
169.44,2801.3,18.297,174.03,194.6,194.7,193.92,194.3,43.375,11.163,147.01,17.828
167.76,2791.2,19.595,171.18,191.78,191.87,192.54,192.53,40.875,11.133,147.01,17.372
168,2795.8,18.846,184.11,203.68,202.28,203.58,203.45,53.25,11.133,147.1,17.704
168.31,2777.3,19.273,179.72,202.33,201.89,201.48,201.59,50.625,11.128,147.77,17.514
165.33,2745.9,16.643,179.72,198.5,197.47,197.78,197.86,47.375,11.124,149.04,16.966
165.88,2764.2,18.734,179.81,200.14,200.49,200.2,199.94,47.125,11.15,150,17.072
168.82,2794.6,19.857,185.93,205.7,206.4,205.56,205.72,51.375,11.21,149.22,17.519
168.81,2775.9,17.453,180.89,201.38,202.35,201.32,201.35,51.125,11.132,148.14,16.868
168.81,2776.6,17.838,188.09,208.22,208.78,207.92,208.51,56.761,11.132,147.53,16.84
165.95,2776.6,19.629,190.07,209.56,209.53,209.9,210.04,58.023,11.123,148.27,16.847
166.88,2759,19.297,186.91,206.65,206.97,209.9,210.04,55.339,11.105,146.78,17.171
168.54,2788.3,20.487,189.45,210.2,209.14,210.14,210.56,55.875,11.119,146.5,17.031
168.59,2817.6,17.112,201.54,219.62,220.27,220.64,220.51,68.5,11.119,147.18,17.204
173.5,2867.3,21.798,224.63,244.57,243.33,244.92,244.29,89.924,11.413,150.89,17.204
171.08,2838.8,22.702,212.14,232.25,232.3,231.89,232.04,82.125,11.609,153.09,17.164
169.1,2816.6,22.579,214.01,234.2,233.08,233.98,233.5,83.125,11.518,152.38,17.497
167.29,2800.3,20.608,209.96,234.07,231.14,230.43,230.5,78.875,11.474,153.76,17.612
169.49,2809.5,23.006,215.2,234.07,234.91,234.87,234.63,79.75,11.401,153.46,17.624
171.08,2829.1,28.647,213.64,234.42,233.09,233.77,233.83,81.246,11.544,153.26,17.624
170.83,2853.1,19.775,225.13,245.35,244.78,244.45,244.89,91.75,11.503,154.72,17.128
171.37,2843.7,19.775,202.1,222.88,223.37,222.51,222.79,60.125,11.675,153.65,16.621
175.58,2912.9,19.752,218.05,237.72,237.47,237.74,237.75,76.75,12.013,157.27,17.408
174.27,2896.4,19.736,216.18,236.19,236.68,236.19,236.73,72.875,12.029,157.74,17.498
185.1,3080.7,18.229,215.33,235.36,235.53,235.48,235.01,73.201,12.07,163.79,18.082
189.11,3157.8,20.254,230.52,250.52,250.22,250.48,250.18,81.5,12.121,165.75,17.981
186.99,3128.3,20.282,226.76,247.01,246.99,246.94,247.31,77.875,12.11,164.37,17.37
187.32,3116.6,19.012,223.19,243.72,244.12,243.96,243.94,78,12.115,164.17,17.745
186.69,3114.3,17.505,216.25,237.12,237.13,237.59,237.69,68.875,12.116,164.59,17.745
187.21,3120.7,18.571,220.02,239.86,239.44,240.26,240.65,73.25,12.136,164.86,17.783
189.14,3140.8,20.339,224.19,244.08,244.33,244.2,244.58,77.75,12.142,164.03,17.791
187.97,3125,20.601,240.67,260.89,261.13,261.44,261.33,90,12.076,163.95,18.505
188.82,3147.2,19.621,243.35,263.09,263.29,263.21,263.34,94.125,12.076,164.63,18.493
189.3,3137.8,21.651,249.82,269.96,270.24,269.94,271.05,93.5,12.075,163.08,18.328
189.16,3159.2,22.877,247.93,267.91,267.43,267.51,266.99,93.375,12.058,163.29,18.328
186.11,3105.3,19.681,243.78,263.98,263.39,263.43,264.45,93.375,11.979,164.92,18.044
187.74,3106.6,21.552,233.37,252.57,252.78,252.84,252.72,85.875,12.01,163.99,18.054
186.78,3106.6,20.007,228.61,249.05,249.47,249.05,252.72,85.25,12.002,162.91,17.842
183.42,3051.6,17.178,232.38,251.75,252.13,252.11,252.76,85.25,12.002,165.96,17.773
183.11,3050.9,21.951,239.79,259.61,260.41,259.57,259.71,93.343,12.014,165,18.065
185.6,3086.8,21.281,237.39,257.65,257.98,257.73,257.61,88.875,11.969,163.19,18.005
185.88,3094.4,24.827,238.49,258.36,259.09,258.6,258.69,91.482,11.969,164.3,18.205
189.42,3152,22.352,239.33,259.59,259.64,259.74,259.76,92.375,11.967,161.89,17.856
190.74,3187.3,22.372,237.74,257.82,256.67,257.64,257.7,90.375,11.985,161.74,17.96
189.94,3159.6,19.833,237.25,256.55,256.67,256.9,256.9,90.375,11.97,163.59,17.906
189.92,3149.3,23.037,228.94,249.34,249.31,249.16,256.9,82.811,12.026,163.23,17.98
189.63,3146.4,21.263,228.94,256.55,256.79,256.9,256.9,82.811,12.016,162.89,17.269
188.41,3154,18.569,235.61,257.46,256.79,257.11,257.57,96.781,12.016,163.68,17.752
187.84,3134.6,16.549,225.16,245.1,245.23,244.95,244.86,77.26,12.026,163.68,18.839
191.04,3180.7,20.34,223.15,243.04,243.56,243.54,243.45,75.875,12.05,162.23,18.547
193.26,3225.8,18.39,220.91,242.65,242.58,242.05,242.22,75.875,12.069,162.58,18.656
192.38,3191.5,16.887,220.4,240.96,240.2,241.02,240.83,75.875,12.103,165.38,18.346
194.65,3214.3,20.923,230.02,250,250.26,250.12,249.92,85.546,12.097,164.12,18.465
194.12,3216.2,19.354,237.1,257.09,256.3,256.49,256.24,89.875,12.095,163.59,18.884
193.6,3220.6,23.607,240.29,260.55,260.13,260.35,260.43,93.056,12.101,166.79,18.872
190.19,3154.2,22.004,240.87,261.1,261.86,260.86,261,93.875,12.101,166.99,18.872
192.3,3205.6,22.351,259.58,279.58,279.7,278.86,278.03,94,12.094,165.06,18.883
187.17,3117.5,22.335,246,265.54,264.89,265.05,265.98,91.75,12.046,164.16,18.379
189.86,3174,22.335,244.76,264.03,264.69,264.22,264.23,95.75,12.031,162.6,18.618
191.49,3187.2,22.046,247.81,268.17,268.77,268.59,268.77,92.625,11.997,162.41,18.635
137.99,2276.5,32.766,181.52,201.69,200.86,201.59,201.9,45,9.7322,120.65,16.208
138.53,2276.5,19.241,192.09,211.77,211.77,211.89,212.13,53.25,9.7417,119.31,15.6
137.78,2276.4,16.379,200.51,220.45,220.64,220.52,219.85,53.25,9.7431,119.86,15.533
137.78,2271.8,20.154,219.35,238.89,238.68,239.09,238.91,60.875,9.7318,119.7,16.156
137.27,2266.5,19.494,219.81,239.1,243.01,243.88,243.37,60.875,9.7064,119.71,15.773
137.18,2285.9,20.388,219.81,239.1,240.38,240.9,240.62,56,9.7566,119.71,16.031
137.65,2269.7,21.583,216.72,238.87,238.67,238.77,238.42,53.875,9.7439,120.32,15.708
147.12,2409.6,21.583,224.78,245.56,246,245.23,245.56,59.148,10.308,128.09,17.303
147.12,2438,22.035,228.79,247.19,247.4,247.32,247.28,61.77,10.456,128.72,16.749
146.87,2427.8,21.258,223.21,243.5,244.09,244.02,243.64,61.964,10.434,128.72,17.099
148.51,2435.2,21.059,222.98,242.67,242.2,242.9,243.05,57.625,10.494,128.7,17.099
146.31,2430,21.649,229.95,248.6,249.8,248.95,249.28,63.556,10.465,129.64,17.149
147.37,2433.2,20.456,235.5,249.29,249.8,249.42,249.54,70.125,10.473,129.25,17.058
145.02,2399.6,20.803,228.71,256.26,249.52,249.42,249.54,65.36,10.435,128.9,16.856
144.75,2392.5,20.803,238.36,256.34,257.03,256.09,256.48,71.5,10.446,128.93,17.023
146.75,2415.3,20.708,242.32,262.96,262.59,262.19,262.41,79.125,10.421,128.56,17.278
146.51,2414.5,20.673,243.33,264.42,262.61,263.53,263.34,76.625,10.439,129.14,16.979
145.93,2413.4,23.093,238.83,259.66,258.86,259.5,259.29,76.375,10.439,128.76,17.093
146.29,2424.1,21.84,239.28,260.23,259.68,260.64,260.37,76.375,10.436,128.38,17.104
146.53,2431.2,19.277,245.76,264.65,265.95,264.79,265.46,76.5,10.456,128.85,17.262
146.1,2414.7,20.088,242.48,261.93,262.47,261.71,262.41,76.5,10.452,128.81,16.957
146.33,2421.6,23.094,243.44,262.55,263.48,263.32,263.72,78.202,10.42,127.91,17.13
145.11,2409.8,23.158,243.44,257.58,262.86,263.32,263.64,72,10.429,128.59,17.055
145.41,2405.4,24.703,237.46,257.58,262.86,257.64,256.95,72.125,10.442,128.17,17.084
144.56,2408.8,21.998,237.46,257.49,256.53,257.64,256.95,72.125,10.395,127.91,17.084
144.81,2409.8,23.087,240.96,261.03,260.07,260.94,260.37,74.75,10.404,127.92,17.125
143.8,2391.1,23.565,239.44,260.37,260.93,260.12,260.11,76.125,10.455,127.92,16.7
145.39,2400.8,18.609,209.74,229.77,228.98,229.18,229.69,46.125,10.452,127.46,16.7
145.39,2398.7,17.467,199.86,219.81,218.58,219.65,219.81,34.909,10.418,127.24,17.198
145.39,2418.2,16.16,204.99,220.35,224.58,224.46,224.29,39.25,10.409,127.25,16.696
145.28,2411.8,17.799,201.49,220.35,220.89,221.04,220.61,36.875,10.441,128.26,16.696
145.2,2383.3,17.56,201.16,222.35,221.58,222.12,221.79,37.5,10.433,126.91,17.029
144.51,2388.3,18.654,199.68,219.67,219.52,219.13,219.64,33.875,10.447,127.3,17.306
144.42,2393,19.769,195.95,216.36,215.93,216.47,216.01,34.375,10.414,127.65,16.482
144.66,2392.3,20.622,197.28,218.34,218.62,217.55,217.49,35.625,10.417,127.65,16.404
145.61,2414.6,20.682,198.35,220.31,219.76,220.29,219.68,35,10.417,127.56,17.385
145.56,2419.8,20.682,204.05,223.66,223.4,223.7,223.89,38.625,10.447,128.07,17.83
145.57,2419.9,20.682,202.33,220.93,221.01,220.78,220.49,35.875,10.449,127.31,17.285
145.06,2419.1,19.781,202.33,218.65,218.27,218.15,218.39,36,10.454,127.57,16.471
145.33,2419.1,19.935,203.06,222.92,223.23,223.58,223.13,40.375,10.451,127.63,17.554
145.33,2413.8,19.935,200.75,221.43,223,223.58,223.13,40.375,10.448,127.63,17.554
174.34,2885.2,28.72,203.86,223.55,223,223.88,223.34,40.5,11.187,152.24,17.609
179.68,2974.6,28.04,214.84,233.81,235.08,234.24,234.03,49.75,11.48,157.33,18.196
195.81,3257,19.954,226.32,246.33,246.2,246.34,246.23,62.125,11.663,159.46,18.501
192.45,3167.1,19.393,218.74,237.61,237.69,238.52,238.96,53.671,11.728,159.46,18.593
184.64,3067.1,16.589,216.82,235.74,236.46,223.86,236.85,38.625,11.679,159.42,18.593
190.04,3131.6,24.427,216.82,235.74,236.46,236.33,236.85,50,11.845,160.86,18.688
187.67,3101.6,23.661,209.9,228.93,229.07,229.3,229.46,50,11.913,162.52,18.351
188.39,3118.2,23.661,219.67,238.62,239.34,238.94,238.86,50.625,11.949,163.38,18.507
188.02,3122.7,23.716,217.75,237.42,237.61,237.34,237.96,51,11.959,164.13,17.822
190.98,3155.2,23.716,213.57,234.45,232.07,232.73,232.68,51,11.989,163.99,17.833
191.52,3179,22.013,220.61,240.9,240.11,240.29,240.44,51.875,11.937,163.99,18.344
191.65,3233.4,19.802,220.55,241.44,239.95,241.1,241.01,51.875,11.928,164.04,18.436
191.65,3233.4,18.886,224.58,243.65,244.28,243.77,243.49,56.334,11.952,162.13,18.887
195.1,3234,20.101,224.58,245.68,244.28,243.77,243.78,56.75,12.027,163.24,18.713
193.54,3212.3,17.116,224.54,244.05,244.26,243.62,243.78,52.5,12.001,163.52,18.832
193.54,3262.7,17.368,224.05,244.2,245.1,244.72,244.98,54.663,12.082,164.26,18.519
193.38,3224.3,17.368,214.01,238.2,238.3,239.25,239.31,80.75,12.039,165.21,18.43
197.45,3271.4,20.163,215.56,240.98,239.76,240.18,240.64,85,12.114,166.1,17.716
192.2,3176.6,20.163,194.97,219.84,220.05,219.7,219.19,62.625,12.124,166.89,14.993
191.72,3190.2,19.7,208.67,233.31,233.21,233.28,233.28,72.875,12.067,164.97,18.341
198.48,3290,17.649,210.61,235.71,235.63,235.77,235.39,77.25,12.146,164.97,18.395
198.14,3281.6,17.649,216.55,240.78,239.46,240.5,240.36,81.75,12.183,165.09,18.592
197.24,3260.9,17.505,204.73,229.42,230.05,229.74,230.04,73.5,12.189,169.03,17.884
194.5,3228.7,19.3,209.51,234.53,234.83,234.16,234,77.625,12.189,174.11,18.099
192.21,3170.2,18.098,202.32,227.37,227.24,227.25,227.44,69.625,12.117,168.13,18.083
192.55,3194.9,18.618,204.96,230.34,230.63,230.53,230.57,73.75,12.141,168.31,18.083
192.53,3198.6,18.618,200.37,225.99,225.84,225.58,225.27,65.75,12.133,169.07,18.098
194.29,3238.4,18.827,201.86,227.02,227.78,227.08,227.19,69.597,12.175,166.98,18.27
194.62,3231.9,17.465,206.25,230.8,230.34,230.82,230.86,70.625,12.149,167.83,18.162
193.55,3216.1,17.69,205.4,229.87,231.03,229.62,229.86,74.875,12.125,169.65,17.61
195.27,3229.4,17.69,209.8,235.21,235.2,235.41,235.24,75.125,12.207,168.57,18.381
195.27,3229.4,19.977,211.39,236.79,237.87,237.09,237.52,79.5,12.16,166.69,18.223
195.28,3229.7,21.786,232.97,257.92,257.9,258.13,257.74,92.25,12.16,166.24,19.328
195.73,3242.4,21.951,236.24,261.63,261.35,258.13,261.17,92.25,12.169,165.67,18.879
196.28,3247.9,21.11,231.53,257.07,256.86,257.73,258.48,92.875,12.182,166.13,19.091
196.2,3252.1,21.11,238.57,264.53,264.19,262.69,261.99,92.875,12.174,166.6,18.807
196.5,3257.1,20.938,237.74,263,263.8,263.53,263.98,92.875,12.174,165.81,18.685
195.27,3242,20.903,241.09,265.7,265.87,265.65,264.84,92.875,12.147,166.22,19.092
195.75,3246.8,21.475,236.59,261.34,265.61,261.64,264.66,92.875,12.146,167.05,18.985
196.27,3258.8,22.754,239.38,265.02,265.61,264.83,264.66,92.875,12.166,167.69,18.754
198.28,3294.6,23.312,229,253.33,256.37,253.45,255.25,93,12.104,170.11,17.691
201.58,3336.9,21.886,229,251.53,253.1,251.32,252.58,92.75,12.245,174.01,17.932
204,3373,25.444,229.28,253.75,253.99,253.94,254.47,92.75,12.181,173.35,19.052
195.54,3247.8,23.099,228.55,253.53,253.25,254.12,254.51,93.25,12.203,180.76,18.846
195.42,3273.6,21.576,219.17,252.29,252.37,244.01,244.42,85.375,12.154,175.35,18.504
201.42,3343.2,22.782,227.05,252.29,252.37,252.63,252.84,89.25,12.154,172.67,18.167
201.56,3334.2,23.188,227.33,252.52,253.65,252.52,252.08,93.375,12.156,174.56,18.709
196.94,3262.4,18.581,212.6,237.29,237.56,237.34,238.04,80.75,12.169,176.17,17.9
